                time,                rain,               out_t,              out_qs,               out_q,            out_eva1,            out_eva2,              sum_hs,               sum_h,              sum_pw,     slope,    debris,       fs2,    out_q1d   out_h1d
  time(s)=      7800,   0.5596500000E+005,   0.5596500000E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.3334408309E-311,   0.1079325000E+007,         0,         0,   0.5596500000E+005,   0.0000000000E+000,   0.0000000000E+000
  time(s)=      8400,   0.6595875000E+005,   0.6595875000E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9993750000E+004,   0.3590901256E-311,   0.1079325000E+007,         0,         0,   0.5596500000E+005,   0.0000000000E+000,   0.0000000000E+000
  time(s)=      9000,   0.7595250000E+005,   0.7595250000E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.3847394203E-311,   0.1079325000E+007,         0,         0,   0.7595250000E+005,   0.0000000000E+000,   0.0000000000E+000
  time(s)=      9600,   0.8594625000E+005,   0.8594625000E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9993750000E+004,   0.4103887150E-311,   0.1079325000E+007,         0,         0,   0.7595250000E+005,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     10200,   0.9594000000E+005,   0.9594000000E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.4360380096E-311,   0.1079325000E+007,         0,         0,   0.9594000000E+005,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     10800,   0.1139287500E+006,   0.1139287500E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1798875000E+005,   0.4616873043E-311,   0.1079325000E+007,         0,         0,   0.9594000000E+005,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     11400,   0.1319175000E+006,   0.1319175000E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.4873365990E-311,   0.1079325000E+007,         0,         0,   0.1319175000E+006,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     12000,   0.1499062500E+006,   0.1499062500E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1798875000E+005,   0.5129858937E-311,   0.1079325000E+007,         0,         0,   0.1319175000E+006,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     12600,   0.1678950000E+006,   0.1678950000E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.5386351884E-311,   0.1079325000E+007,         0,         0,   0.1678950000E+006,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     13200,   0.1858837500E+006,   0.1858837500E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1798875000E+005,   0.5642844831E-311,   0.1079325000E+007,         0,         0,   0.1678950000E+006,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     13800,   0.2038725000E+006,   0.2038725000E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.5899337778E-311,   0.1079325000E+007,         0,         0,   0.2038725000E+006,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     14400,   0.2278575000E+006,   0.2278575000E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.2398500000E+005,   0.6155830724E-311,   0.1079325000E+007,         0,         0,   0.2038725000E+006,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     15000,   0.2518425000E+006,   0.2518425000E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.6412323671E-311,   0.1079325000E+007,         0,         0,   0.2518425000E+006,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     15600,   0.2758275000E+006,   0.2758275000E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.2398500000E+005,   0.6668816618E-311,   0.1079325000E+007,         0,         0,   0.2518425000E+006,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     16200,   0.2998125000E+006,   0.2998125000E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.6925309565E-311,   0.1079325000E+007,         0,         0,   0.2998125000E+006,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     16800,   0.3237975000E+006,   0.3237975000E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.2398500000E+005,   0.7181802512E-311,   0.1079325000E+007,         0,         0,   0.2998125000E+006,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     17400,   0.3477825000E+006,   0.3477825000E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.7438295459E-311,   0.1079325000E+007,         0,         0,   0.3477825000E+006,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     18000,   0.3757650000E+006,   0.3757650000E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.2798250000E+005,   0.7694788406E-311,   0.1079325000E+007,         0,         0,   0.3477825000E+006,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     18600,   0.4037475000E+006,   0.4037475000E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.7951281352E-311,   0.1079325000E+007,         0,         0,   0.4037475000E+006,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     19200,   0.4317300000E+006,   0.4317300000E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.2798250000E+005,   0.8207774299E-311,   0.1079325000E+007,         0,         0,   0.4037475000E+006,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     19800,   0.4597125000E+006,   0.4597125000E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.8464267246E-311,   0.1079325000E+007,         0,         0,   0.4597125000E+006,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     20400,   0.4876950000E+006,   0.4876950000E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.2798250000E+005,   0.8720760193E-311,   0.1079325000E+007,         0,         0,   0.4597125000E+006,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     21000,   0.5156775000E+006,   0.5156775000E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.8977253140E-311,   0.1079325000E+007,         0,         0,   0.5156775000E+006,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     21600,   0.5496562500E+006,   0.5496562500E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.3397875000E+005,   0.9233746087E-311,   0.1079325000E+007,         0,         0,   0.5156775000E+006,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     22200,   0.5836350000E+006,   0.5836350000E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.9490239033E-311,   0.1079325000E+007,         0,         0,   0.5836350000E+006,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     22800,   0.6176137500E+006,   0.6176137500E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.3397875000E+005,   0.9746731980E-311,   0.1079325000E+007,         0,         0,   0.5836350000E+006,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     23400,   0.6515925000E+006,   0.6515925000E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1000322493E-310,   0.1079325000E+007,         0,         0,   0.6515925000E+006,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     24000,   0.6855712500E+006,   0.6855712500E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.3397875000E+005,   0.1025971787E-310,   0.1079325000E+007,         0,         0,   0.6515925000E+006,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     24600,   0.7195500000E+006,   0.7195500000E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1051621082E-310,   0.1079325000E+007,         0,         0,   0.7195500000E+006,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     25200,   0.7815112500E+006,   0.7815114425E+006,   0.1925321226E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.6196125000E+005,   0.1077270377E-310,   0.1079325000E+007,         0,         0,   0.7195500000E+006,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     25800,   0.8434725000E+006,   0.8434725000E+006,   0.1925321226E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1102919671E-310,   0.1079325000E+007,         0,         0,   0.8434723075E+006,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     26400,   0.9054337500E+006,   0.9054339425E+006,   0.3850642453E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.6196125000E+005,   0.1128568966E-310,   0.1079325000E+007,         0,         0,   0.8434723075E+006,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     27000,   0.9673950000E+006,   0.9673950000E+006,   0.3850642453E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1154218261E-310,   0.1079325000E+007,         0,         0,   0.9673946149E+006,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     27600,   0.1029356250E+007,   0.1029356443E+007,   0.5775963679E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.6196125000E+005,   0.1179867556E-310,   0.1079325000E+007,         0,         0,   0.9673946149E+006,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     28200,   0.1091317500E+007,   0.1091317500E+007,   0.5775963679E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1205516850E-310,   0.1079325000E+007,         0,         0,   0.1091316922E+007,   0.0000000000E+000,   0.0000000000E+000
  time(s)=     28800,   0.1177263750E+007,   0.1174737674E+007,   0.8012823740E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.7195500000E+005,   0.1146495000E+005,   0.1079325000E+007,         0,         0,   0.1091316922E+007,   0.0000000000E+000,   0.2525250000E+004
  time(s)=     29400,   0.1263210000E+007,   0.1258157400E+007,   0.8012823740E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.2292990000E+005,   0.1079325000E+007,         0,         0,   0.1235226699E+007,   0.0000000000E+000,   0.5050500000E+004
  time(s)=     30000,   0.1349156250E+007,   0.1341577574E+007,   0.1024968380E+001,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.7195500000E+005,   0.3439485000E+005,   0.1079325000E+007,         0,         0,   0.1235226699E+007,   0.0000000000E+000,   0.7575750000E+004
  time(s)=     30600,   0.1435102500E+007,   0.1425960183E+007,   0.1024968380E+001,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.4682245965E+005,   0.1079325000E+007,         0,         0,   0.1379136698E+007,   0.0000000000E+000,   0.9117879593E+004
  time(s)=     31200,   0.1521048750E+007,   0.1509134860E+007,   0.1024968380E+001,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1023541963E+003,   0.5804213625E+005,   0.1079325000E+007,         0,         0,   0.1450989344E+007,   0.0000000000E+000,   0.1186589617E+005
  time(s)=     31800,   0.1606995000E+007,   0.1592183241E+007,   0.1024968380E+001,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.6913551780E+005,   0.1079325000E+007,         0,         0,   0.1523046698E+007,   0.0000000000E+000,   0.1473866070E+005
  time(s)=     32400,   0.1720923750E+007,   0.1698346624E+007,   0.1024968380E+001,   0.6669894143E+002,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1032772022E+006,   0.1079325000E+007,         0,         0,   0.1595001698E+007,   0.7790991832E+001,   0.2246369688E+005
  time(s)=     33000,   0.1834852500E+007,   0.1775839762E+007,   0.1024968380E+001,   0.9362490920E+003,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1079457898E+006,   0.1079325000E+007,         0,         0,   0.1666956698E+007,   0.3417497114E+002,   0.5882574802E+005
  time(s)=     33600,   0.1948781250E+007,   0.1849429230E+007,   0.1024968380E+001,   0.1867063280E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1086494434E+006,   0.1079325000E+007,         0,         0,   0.1738911698E+007,   0.1192142136E+003,   0.9903049084E+005
  time(s)=     34200,   0.2062710000E+007,   0.1922762938E+007,   0.1024968380E+001,   0.2820663452E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1090745516E+006,   0.1079325000E+007,         0,         0,   0.1810866698E+007,   0.4092837942E+003,   0.1392853562E+006
  time(s)=     34800,   0.2176638750E+007,   0.1995995130E+007,   0.1024968380E+001,   0.3790162845E+004,   0.0000000000E+000,   0.0000000000E+000,   0.7380000000E+002,   0.1093822443E+006,   0.1079325000E+007,         0,         0,   0.1882747898E+007,   0.1502437017E+004,   0.1788381921E+006
  time(s)=     35400,   0.2290567500E+007,   0.2069179523E+007,   0.1024968380E+001,   0.4771665647E+004,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1096301336E+006,   0.1079325000E+007,         0,         0,   0.1954776698E+007,   0.4242713932E+004,   0.2167916754E+006
  time(s)=     36000,   0.2424483750E+007,   0.2147524413E+007,   0.1024968380E+001,   0.6118643403E+004,   0.0000000000E+000,   0.0000000000E+000,   0.6992711370E+002,   0.1146730464E+006,   0.1079325000E+007,         0,         0,   0.2026661771E+007,   0.1444364978E+005,   0.2621058170E+006
  time(s)=     36600,   0.2558400000E+007,   0.2225700334E+007,   0.1024968380E+001,   0.7543981393E+004,   0.0000000000E+000,   0.0000000000E+000,   0.6517663043E+002,   0.1194686295E+006,   0.1079325000E+007,         0,         0,   0.2098621522E+007,   0.4614183020E+005,   0.2860886249E+006
  time(s)=     37200,   0.2692316250E+007,   0.2304962683E+007,   0.1024968380E+001,   0.9158168674E+004,   0.0000000000E+000,   0.0000000000E+000,   0.6517663043E+002,   0.1251617909E+006,   0.1079325000E+007,         0,         0,   0.2170576522E+007,   0.8367778042E+005,   0.3031447611E+006
  time(s)=     37800,   0.2826232500E+007,   0.2387911947E+007,   0.1024968380E+001,   0.1157097153E+005,   0.0000000000E+000,   0.0000000000E+000,   0.6517663043E+002,   0.1337432517E+006,   0.1079325000E+007,         0,         0,   0.2242531522E+007,   0.1238900625E+006,   0.3138375039E+006
  time(s)=     38400,   0.2960148750E+007,   0.2474590498E+007,   0.1024968380E+001,   0.1630416449E+005,   0.0000000000E+000,   0.0000000000E+000,   0.6517663043E+002,   0.1437336103E+006,   0.1079325000E+007,         0,         0,   0.2314486522E+007,   0.1671868977E+006,   0.3177161931E+006
  time(s)=     39000,   0.3094065000E+007,   0.2560865701E+007,   0.1024968380E+001,   0.2433171283E+005,   0.0000000000E+000,   0.0000000000E+000,   0.6517663043E+002,   0.1500262644E+006,   0.1079325000E+007,         0,         0,   0.2386441522E+007,   0.2133903976E+006,   0.3190810770E+006
  time(s)=     39600,   0.3223983750E+007,   0.2645293133E+007,   0.1024968380E+001,   0.3485926634E+005,   0.0000000000E+000,   0.0000000000E+000,   0.6577239488E+002,   0.1519711435E+006,   0.1079325000E+007,         0,         0,   0.2458395926E+007,   0.2612629459E+006,   0.3165755853E+006
  time(s)=     40200,   0.3353902500E+007,   0.2729578331E+007,   0.1024968380E+001,   0.4659779663E+005,   0.0000000000E+000,   0.0000000000E+000,   0.6687267658E+002,   0.1525628107E+006,   0.1079325000E+007,         0,         0,   0.2530349826E+007,   0.3098239165E+006,   0.3134898787E+006
  time(s)=     40800,   0.3483821250E+007,   0.2813060568E+007,   0.1024968380E+001,   0.5872109410E+005,   0.0000000000E+000,   0.0000000000E+000,   0.6674860853E+002,   0.1519667502E+006,   0.1079325000E+007,         0,         0,   0.2602304950E+007,   0.3586154192E+006,   0.3109642889E+006
  time(s)=     41400,   0.3613740000E+007,   0.2895523674E+007,   0.1024968380E+001,   0.7080958169E+005,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1503863690E+006,   0.1079325000E+007,         0,         0,   0.2674326698E+007,   0.4074183017E+006,   0.3094424564E+006
  time(s)=     42000,   0.3743658750E+007,   0.2977482443E+007,   0.1024968380E+001,   0.8248992194E+005,   0.0000000000E+000,   0.0000000000E+000,   0.6668674699E+002,   0.1487097976E+006,   0.1079325000E+007,         0,         0,   0.2746215012E+007,   0.4560533586E+006,   0.3085925839E+006
  time(s)=     42600,   0.3873577500E+007,   0.3059274642E+007,   0.1024968380E+001,   0.9347859893E+005,   0.0000000000E+000,   0.0000000000E+000,   0.6662500000E+002,   0.1475583199E+006,   0.1079325000E+007,         0,         0,   0.2818170073E+007,   0.5043380333E+006,   0.3082630708E+006
  time(s)=     43200,   0.3939536250E+007,   0.3120330713E+007,   0.1024968380E+001,   0.1026154921E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1275226840E+006,   0.1079325000E+007,         0,         0,   0.2890191511E+007,   0.5521312753E+006,   0.2652290494E+006
  time(s)=     43800,   0.4005495000E+007,   0.3190398811E+007,   0.1024968380E+001,   0.1107592513E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.1179341994E+006,   0.1079325000E+007,         0,         0,   0.2961704335E+007,   0.5993558366E+006,   0.2137643922E+006
  time(s)=     44400,   0.4071453750E+007,   0.3257006368E+007,   0.1024968380E+001,   0.1174576230E+006,   0.0000000000E+000,   0.0000000000E+000,   0.8594072727E+002,   0.1066055431E+006,   0.1079325000E+007,         0,         0,   0.3032856236E+007,   0.6456126398E+006,   0.1667314794E+006
  time(s)=     45000,   0.4137412500E+007,   0.3316820834E+007,   0.1024968380E+001,   0.1217161415E+006,   0.0000000000E+000,   0.0000000000E+000,   0.8928476071E+002,   0.9094644091E+005,   0.1079325000E+007,         0,         0,   0.3104067941E+007,   0.6892041464E+006,   0.1291616908E+006
  time(s)=     45600,   0.4203371250E+007,   0.3378250659E+007,   0.1024968380E+001,   0.1235843176E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.7931146839E+005,   0.1079325000E+007,         0,         0,   0.3175353848E+007,   0.7253436607E+006,   0.9745106771E+005
  time(s)=     46200,   0.4269330000E+007,   0.3443047856E+007,   0.1024968380E+001,   0.1243604565E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.7215231898E+005,   0.1079325000E+007,         0,         0,   0.3246534056E+007,   0.7490588522E+006,   0.7482875022E+005
  time(s)=     46800,   0.4287318750E+007,   0.3460702527E+007,   0.1024968380E+001,   0.1246776346E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.2719939308E+005,   0.1079325000E+007,         0,         0,   0.3308824474E+007,   0.7642927177E+006,   0.5990852962E+005
  time(s)=     47400,   0.4305307500E+007,   0.3478621661E+007,   0.1024968380E+001,   0.1247818481E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.4538986847E+004,   0.1079325000E+007,         0,         0,   0.3349299801E+007,   0.7743953071E+006,   0.4986901021E+005
  time(s)=     48000,   0.4323296250E+007,   0.3496605742E+007,   0.1024968380E+001,   0.1247874870E+006,   0.0000000000E+000,   0.0000000000E+000,   0.2110129547E+003,   0.4040041730E+004,   0.1079325000E+007,         0,         0,   0.3367566175E+007,   0.7814271032E+006,   0.4283969331E+005
  time(s)=     48600,   0.4341285000E+007,   0.3514594492E+007,   0.1024968380E+001,   0.1247874870E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.3748609045E+004,   0.1079325000E+007,         0,         0,   0.3386057371E+007,   0.7865613493E+006,   0.3770495415E+005
  time(s)=     49200,   0.4359273750E+007,   0.3532583242E+007,   0.1025055510E+001,   0.1247874870E+006,   0.0000000000E+000,   0.0000000000E+000,   0.1813348755E+005,   0.3603871496E+004,   0.1079325000E+007,         0,         0,   0.3386057371E+007,   0.7904476300E+006,   0.3381830083E+005
  time(s)=     49800,   0.4377262500E+007,   0.3550571992E+007,   0.1025055510E+001,   0.1247874870E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.3559321496E+004,   0.1079325000E+007,         0,         0,   0.3422224158E+007,   0.7934704633E+006,   0.3079517940E+005
  time(s)=     50400,   0.4399248750E+007,   0.3572558242E+007,   0.1025055510E+001,   0.1247874870E+006,   0.0000000000E+000,   0.0000000000E+000,   0.2202750000E+005,   0.3518071496E+004,   0.1079325000E+007,         0,         0,   0.3422224158E+007,   0.7958756096E+006,   0.2838980351E+005
  time(s)=     51000,   0.4421235000E+007,   0.3594544492E+007,   0.1025055510E+001,   0.1247874870E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.3476821496E+004,   0.1079325000E+007,         0,         0,   0.3466279158E+007,   0.7978222259E+006,   0.2644299809E+005
  time(s)=     51600,   0.4443221250E+007,   0.3616530742E+007,   0.1025055510E+001,   0.1247874870E+006,   0.0000000000E+000,   0.0000000000E+000,   0.2202750000E+005,   0.3435571496E+004,   0.1079325000E+007,         0,         0,   0.3466279158E+007,   0.7994184120E+006,   0.2484665528E+005
  time(s)=     52200,   0.4465207500E+007,   0.3638516992E+007,   0.1025055510E+001,   0.1247874870E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.3396313102E+004,   0.1079325000E+007,         0,         0,   0.3510332167E+007,   0.8007464122E+006,   0.2351852543E+005
  time(s)=     52800,   0.4487193750E+007,   0.3660503242E+007,   0.1025055510E+001,   0.1247874870E+006,   0.0000000000E+000,   0.0000000000E+000,   0.2202375000E+005,   0.3358813102E+004,   0.1079325000E+007,         0,         0,   0.3510332167E+007,   0.8018659728E+006,   0.2239885535E+005
  time(s)=     53400,   0.4509180000E+007,   0.3682489492E+007,   0.1025055510E+001,   0.1247874870E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.3321313102E+004,   0.1079325000E+007,         0,         0,   0.3554379667E+007,   0.8028202526E+006,   0.2144448214E+005
  time(s)=     54000,   0.4555151250E+007,   0.3728460742E+007,   0.1025055510E+001,   0.1247874870E+006,   0.0000000000E+000,   0.0000000000E+000,   0.4599075000E+005,   0.3301813102E+004,   0.1079325000E+007,         0,         0,   0.3554379667E+007,   0.8036399602E+006,   0.2062469225E+005
  time(s)=     54600,   0.4601122500E+007,   0.3774431992E+007,   0.1025055510E+001,   0.1247874870E+006,   0.0000000000E+000,   0.0000000000E+000,   0.0000000000E+000,   0.3282313102E+004,   0.1079325000E+007,         0,         0,   0.3646361167E+007,   0.8043487897E+006,   0.1991579144E+005
  time(s)=     55200,   0.4647093750E+007,   0.3820403242E+007,   0.1025055510E+001,   0.1247874870E+006,   0.0000000000E+000,   0.0000000000E+000,   0.4599075000E+005,   0.3262813102E+004,   0.1079325000E+007,         0,         0,   0.3646361167E+007,   0.8049663124E+006,   0.1929820652E+005
